"PrecedingWeekToFollowingWeek","PrecedingWeekThursdayDate","PrecedingWeekThursdayOpen","PrecedingWeekThursdayHigh","PrecedingWeekThursdayLow","PrecedingWeekThursdayClose","PrecedingWeekThursdayVolume","PrecedingWeekThursdayDayOfTheWeek","PrecedingWeekFridayDate","PrecedingWeekFridayOpen","PrecedingWeekFridayHigh","PrecedingWeekFridayLow","PrecedingWeekFridayClose","PrecedingWeekFridayVolume","PrecedingWeekFridayDayOfTheWeek","Unnamed..15","PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio","FollowingWeekMondayDate","FollowingWeekMondayOpen","FollowingWeekMondayHigh","FollowingWeekMondayLow","FollowingWeekMondayClose","FollowingWeekMondayVolume","FollowingWeekMondayDayOfTheWeek","didFridayCloseHigherThanThursdayClose","FridayCloseComparedToThursdayCloseChangeInPercent","wasFridayIntradayPositive","FridayIntradayChangeInPercent","WasMondayOpenHigherThanFridayClose","MondayOpenComparedToFridayCloseChangeInPercent","MondayOpenToFridayCloseRatio","WasMondayCloseHigherThanFridayClose","MondayCloseComparedToFridayCloseChangeInPercent","fridayWasATripleWitchDay","NFPDayOrNot","NFPOutcome","CSIOutcome","CSIActualMinusExpected","CSIDayOrNot","wasItFOMCWeek","FOMCMeetingDate","FOMCAction","FOMCActualVSExpected","FOMCActionSpecial","PrecedingWeekFridayMonth","NFPOutcomeIsShock","CSIOutcomeIsShock","PrecedingWeekFridayVolumePrecedingWeekThursdayVolumeRATIO","Month","Monthclose","non_random_modelOPEN_predict","mixed_modelOPEN_predict","non_random_modelCLOSE_predict","mixed_modelCLOSE_predict"
"4/9/07 to 4/16/07","4/12/07",143.740005,144.919998,143.339996,144.660004,115534400,"Thursday","2007-04-13",144.899994,145.320007,144.360001,145.320007,84287000,"Friday",NA,0.729540293,"4/16/07",145.830002,146.860001,145.820007,146.699997,83064600,"Monday",1,0.456244284356592,1,0.289864056171052,1,0.350946170818725,1.003509462,1,0.949621479167691,0,0,"Baseline","",0,0,0,"","","","","Apr",0,0,0.72954029276129,"Even","Even",0,0,1,1
"4/16/07 to 4/23/07","4/19/07",146.550003,147.399994,146.360001,147.229996,102947700,"Thursday","2007-04-20",148.220001,148.619995,147.039993,148.619995,124114100,"Friday",NA,1.205603428,"4/23/07",148.369995,148.729996,147.970001,148.059998,77270800,"Monday",1,0.944100412799026,1,0.269865063622549,0,-0.168214243,0.998317858,0,-0.376797886,0,0,"Baseline","",0,0,0,"","","","","Apr",0,0,1.20560342775992,"Even","Even",0,0,1,1
"4/23/07 to 4/30/07","4/26/07",149.490005,149.800003,149.100006,149.649994,88741600,"Thursday","2007-04-27",149.089996,149.740005,148.839996,149.529999,108191100,"Friday",NA,1.21917004,"4/30/07",149.639999,149.740005,148.210007,148.289993,100874100,"Monday",0,-0.080183765,1,0.295125770880019,1,0.073563834,1.000735638,0,-0.829269049,0,0,"Baseline","",0,0,0,"","","","","Apr",0,0,1.21917003975588,"Even","Even",1,1,1,1
"4/30/07 to 5/7/07","5/3/07",149.970001,150.399994,149.729996,150.350006,86569700,"Thursday","2007-05-04",150.75,151.119995,150.220001,150.919998,96409000,"Friday",NA,1.11365755,"5/7/07",150.880005,151.199997,150.809998,150.949997,63461400,"Monday",1,0.379110061,1,0.112768159203975,0,-0.02649947,0.999735005,1,0.019877419,0,0,"Baseline","",0,0,0,"","","","","May",0,0,1.11365754992798,"Odd","Even",0,0,1,1
"5/7/07 to 5/14/07","5/10/07",150.729996,151.020004,149.270004,149.580002,153617800,"Thursday","2007-05-11",149.75,150.929993,149.720001,150.860001,113408900,"Friday",NA,0.73825364,"5/14/07",150.860001,151.300003,149.789993,150.529999,108027500,"Monday",1,0.855728695604646,1,0.741236060100174,0,0,1,0,-0.218747181,0,0,"Baseline","",0,0,0,"","","","","May",0,0,0.73825363987767,"Odd","Even",1,0,1,1
"5/14/07 to 5/21/07","5/17/07",151.380005,151.960007,151.110001,151.300003,101132800,"Thursday","2007-05-18",152.009995,152.619995,151.809998,152.619995,99182000,"Friday",NA,0.980710511,"5/21/07",152.580002,153.229996,152.5,152.539993,174664600,"Monday",1,0.872433558378703,1,0.401289402055427,0,-0.026204299,0.999737957,0,-0.052419082,0,0,"Baseline","",0,0,0,"","","","","May",0,0,0.98071051132768,"Odd","Even",0,0,1,1
"5/28/07 to 6/4/07","5/31/07",153.669998,153.889999,153.119995,153.320007,114866700,"Thursday","2007-06-01",153.880005,154.399994,153.509995,154.080002,107771700,"Friday",NA,0.938232752,"6/4/07",153.539993,154.389999,153.479996,154.100006,78008800,"Monday",1,0.495691994065721,1,0.129969452496441,0,-0.350473126,0.996495269,1,0.012982866,0,0,"Baseline","Baseline",0.299999999999997,1,0,"","","","","Jun",0,0,0.938232751528511,"Even","Odd",0,0,1,1
"6/4/07 to 6/11/07","6/7/07",151.559998,152.5,149.059998,149.100006,232414600,"Thursday","2007-06-08",149.580002,151.190002,149.089996,151.039993,175886000,"Friday",NA,0.756776898,"6/11/07",150.929993,151.949997,150.699997,151.300003,102015600,"Monday",1,1.30113140303965,1,0.976060289128758,0,-0.072828393,0.999271716,1,0.172146459249368,0,0,"Baseline","",0,0,0,"","","","","Jun",0,0,0.756776897836883,"Even","Odd",1,1,1,1
"6/11/07 to 6/18/07","6/14/07",152.059998,153.119995,152.029999,152.860001,146396500,"Thursday","2007-06-15",153.139999,153.660004,152.929993,153.070007,154030800,"Friday",NA,1.052148105,"6/18/07",153.380005,153.389999,152.660004,152.889999,88537500,"Monday",1,0.137384533969742,0,-0.045704584,1,0.202520406234781,1.002025204,0,-0.117598479,1,0,"Baseline","",0,0,0,"","","","","Jun",0,0,1.05214810463365,"Even","Odd",1,1,0,0
"6/18/07 to 6/25/07","6/21/07",151.080002,152.110001,150.25,151.979996,205262000,"Thursday","2007-06-22",151.520004,151.770004,149.850006,150.550003,204964700,"Friday",NA,0.998551607,"6/25/07",150.240005,151.25,149.020004,149.830002,232014400,"Monday",0,-0.940908697,0,-0.640180157,0,-0.205910325,0.997940897,0,-0.478247084,0,0,"Baseline","",0,0,0,"","","","","Jun",0,0,0.998551607214195,"Even","Odd",1,1,1,1
"6/25/07 to 7/2/07","6/28/07",150.380005,151.410004,149.669998,150.380005,157705000,"Thursday","2007-06-29",150.899994,151.649994,149.149994,150.429993,199701800,"Friday",NA,1.266299737,"7/2/07",150.869995,151.919998,150.770004,151.789993,103357000,"Monday",1,0.033241121,0,-0.311465221,1,0.292496191234944,1.002924962,1,0.904075027112455,0,0,"Baseline","",0,0,0,"","","","","Jun",0,0,1.26629973685045,"Even","Odd",1,1,1,1
"7/2/07 to 7/9/07","7/5/07",152.399994,152.559998,151.630005,152.179993,89279000,"Thursday","2007-07-06",152.380005,153.169998,151.929993,152.979996,81109000,"Friday",NA,0.908489118,"7/9/07",153.160004,153.360001,152.619995,153.100006,72348100,"Monday",1,0.525695253514701,1,0.393746542,1,0.117667672053009,1.001176677,1,0.078448165,0,0,"Baseline","",0,0,0,"","","","","Jul",0,0,0.908489118381702,"Even","Odd",0,0,1,1
"7/9/07 to 7/16/07","7/12/07",152.369995,154.75,152.339996,154.389999,133882500,"Thursday","2007-07-13",154.570007,155.460007,154.389999,154.850006,111794300,"Friday",NA,0.83501802,"7/16/07",154.990005,155.529999,154.580002,154.830002,98378700,"Monday",1,0.29795129411201,1,0.181147044911503,1,0.090409425,1.000904094,0,-0.012918308,0,0,"Baseline","",0,0,0,"","","","","Jul",0,0,0.835018019532052,"Even","Odd",0,0,1,1
"7/16/07 to 7/23/07","7/19/07",155.199997,155.529999,154.75,155.070007,145212700,"Thursday","2007-07-20",154.889999,154.990005,152.830002,153.5,245502500,"Friday",NA,1.690640695,"7/23/07",154.179993,154.720001,153.300003,153.970001,121183900,"Monday",0,-1.012450461,0,-0.897410426,1,0.442992182410421,1.004429922,1,0.306189576547229,0,0,"Baseline","",0,0,0,"","","","","Jul",0,0,1.69064069464999,"Even","Odd",1,1,1,1
"7/23/07 to 7/30/07","7/26/07",150.190002,150.800003,146.389999,148.020004,467592500,"Thursday","2007-07-27",148.210007,148.869995,145.050003,145.110001,422987600,"Friday",NA,0.904607324,"7/30/07",145.929993,147.809998,145.289993,147.380005,283017500,"Monday",0,-1.965952521,0,-2.091630695,1,0.56508303655789,1.00565083,1,1.56433325363977,0,0,"Baseline","",0,0,0,"","","","","Jul",0,0,0.904607323684619,"Even","Odd",1,1,1,1
"7/30/07 to 8/6/07","8/2/07",146.759995,147.759995,145.259995,147.600006,294758400,"Thursday","2007-08-03",147.279999,147.580002,143.199997,143.800003,359398200,"Friday",NA,1.219297567,"8/6/07",144.210007,146.830002,142.529999,146.210007,324980000,"Monday",0,-2.574527673,0,-2.362843579,1,0.285120995442529,1.00285121,1,1.67594155057145,0,0,"Baseline","",0,0,0,"","","","","Aug",0,0,1.21929756709224,"Even","Even",1,1,1,1
"8/6/07 to 8/13/07","8/9/07",147.429993,148.949997,145.289993,145.389999,357622100,"Thursday","2007-08-10",144.389999,146.5,143.119995,144.710007,411018400,"Friday",NA,1.149309285,"8/13/07",146.5,146.889999,145.020004,145.229996,181917200,"Monday",0,-0.467702046,1,0.221627538067925,1,1.23695177486931,1.012369518,1,0.359331749600433,0,0,"Baseline","",0,0,0,"","","","","Aug",0,0,1.14930928485684,"Even","Even",1,1,1,1
"8/13/07 to 8/20/07","8/16/07",139.789993,142.940002,137,142.100006,546743700,"Thursday","2007-08-17",145.5,145.809998,141.389999,144.710007,388218100,"Friday",NA,0.710055004,"8/20/07",145.169998,145.470001,143.289993,144.639999,187320400,"Monday",1,1.83673532005339,0,-0.542950515,1,0.317870898866035,1.003178709,0,-0.048378133,0,0,"Baseline","",0,0,0,"","","","","Aug",0,0,0.710055003834521,"Even","Even",1,1,1,1
"8/20/07 to 8/27/07","8/23/07",147.339996,147.649994,145.610001,146.520004,203915300,"Thursday","2007-08-24",146.479996,148.330002,146.279999,148.330002,128901900,"Friday",NA,0.632134519,"8/27/07",147.850006,148.330002,146.729996,146.949997,113024300,"Monday",1,1.23532483660047,1,1.262975185,0,-0.323600077,0.996763999,0,-0.930361344,0,0,"Baseline","",0,0,0,"","","","","Aug",0,0,0.632134518596692,"Even","Even",1,1,1,1
"9/3/07 to 9/10/07","9/6/07",147.949997,148.610001,147.119995,148.130005,127878400,"Thursday","2007-09-07",146.479996,146.889999,145.259995,146.070007,235447600,"Friday",NA,1.841183499,"9/10/07",146.520004,146.720001,144.330002,145.789993,192305900,"Monday",0,-1.39066896,0,-0.279894191,1,0.308069404008447,1.003080694,0,-0.191698492,0,0,"Baseline","",0,0,0,"","","","","Sep",0,0,1.84118349932436,"Even","Even",1,1,1,1
"9/10/07 to 9/17/07","9/13/07",148.550003,149.449997,148.199997,148.910004,154079000,"Thursday","2007-09-14",147.960007,149.089996,147.740005,148.899994,121911000,"Friday",NA,0.791223983,"9/17/07",148.309998,148.649994,147.630005,148.100006,109870800,"Monday",0,-0.006722181,1,0.635298023471979,0,-0.396236416,0.996037636,0,-0.5372653,0,0,"Baseline","",0,0,0,"","","","","Sep",0,0,0.791223982502482,"Even","Even",1,1,1,1
"9/17/07 to 9/24/07","9/20/07",153.339996,153.429993,152.110001,152.279999,175186800,"Thursday","2007-09-21",152.710007,153.119995,151.740005,151.970001,141457500,"Friday",NA,0.807466658,"9/24/07",152.419998,152.820007,151.360001,151.690002,139450200,"Monday",0,-0.203571055,0,-0.48458252,1,0.296109098531885,1.002961091,0,-0.184246232,1,0,"Baseline","",0,0,0,"","","","","Sep",0,0,0.807466658446869,"Even","Even",1,1,0,0
"9/24/07 to 10/1/07","9/27/07",152.910004,153.100006,152.190002,153.089996,102713300,"Thursday","2007-09-28",152.850006,153.190002,151.979996,152.580002,133372100,"Friday",NA,1.298489095,"10/1/07",152.600006,154.75,152.5,154.300003,148162300,"Monday",0,-0.33313346,0,-0.176646378,1,0.013110499,1.000131105,1,1.12727813439142,0,0,"Baseline","",0,0,0,"","","","","Sep",0,0,1.29848909537519,"Even","Even",1,1,1,1
"10/1/07 to 10/8/07","10/4/07",154.110001,154.259995,153.589996,154.020004,76864400,"Thursday","2007-10-05",155.029999,156.100006,154.630005,155.850006,134579700,"Friday",NA,1.750871665,"10/8/07",155.389999,155.490005,154.770004,155.020004,71280400,"Monday",1,1.18815864983357,1,0.528934403205411,0,-0.295160078,0.997048399,0,-0.532564625,0,0,"Baseline","",0,0,0,"","","","","Oct",0,0,1.75087166490599,"Even","Even",0,1,1,1
"10/8/07 to 10/15/07","10/11/07",156.929993,157.520004,154.539993,155.470001,233529100,"Thursday","2007-10-12",155.460007,156.350006,155.270004,156.330002,124546700,"Friday",NA,0.533324112,"10/15/07",156.270004,156.360001,153.940002,155.009995,161151900,"Monday",1,0.55316202126995,1,0.559626245224611,0,-0.038379069,0.999616209,0,-0.844372151,0,0,"Baseline","",0,0,0,"","","","","Oct",0,0,0.533324112498185,"Even","Even",1,1,1,1
"10/15/07 to 10/22/07","10/18/07",153.449997,154.190002,153.080002,153.690002,148367500,"Thursday","2007-10-19",153.089996,156.479996,149.660004,149.669998,297169900,"Friday",NA,2.002931235,"10/22/07",148.860001,150.759995,148.660004,150.539993,261989800,"Monday",0,-2.615657458,0,-2.233978764,0,-0.541188622,0.994588114,1,0.581275480474061,0,0,"Baseline","",0,0,0,"","","","","Oct",0,0,2.00293123494027,"Even","Even",1,1,1,1
"10/22/07 to 10/29/07","10/25/07",151.649994,152.289993,149.880005,151.839996,237374500,"Thursday","2007-10-26",153.059998,153.619995,151.899994,153.619995,176484000,"Friday",NA,0.743483399,"10/29/07",153.929993,154.440002,153.550003,154.130005,106841000,"Monday",1,1.17228598978623,1,0.365867638388432,1,0.201795345716557,1.002017953,1,0.331994542767706,0,0,"Baseline","",0,0,0,"","","","","Oct",0,0,0.74348339859589,"Even","Even",0,0,1,1
"10/29/07 to 11/5/07","11/1/07",153.289993,153.410004,150.589996,151.029999,333040800,"Thursday","2007-11-02",151.529999,152,149.210007,151.199997,331228200,"Friday",NA,0.994557424,"11/5/07",149.639999,151.160004,148.970001,150.050003,226841000,"Monday",1,0.112559094964963,0,-0.217779979,0,-1.031744729,0.989682553,0,-0.760578057,0,0,"Baseline","",0,0,1,"10/31/07","Cut","Match","","Nov",0,0,0.994557423594947,"Even","Even",1,1,1,1
"11/5/07 to 11/12/07","11/8/07",147.990005,148.399994,145.070007,147.160004,374509900,"Thursday","2007-11-09",145.690002,147.539993,144.889999,145.139999,277745100,"Friday",NA,0.741622852,"11/12/07",145.210007,146.610001,143.699997,143.699997,243087800,"Monday",0,-1.372658973,0,-0.377515953,1,0.048234808,1.000482348,0,-0.992146899,0,0,"Baseline","",0,0,0,"","","","","Nov",0,0,0.741622851625551,"Even","Even",1,1,1,1
"11/12/07 to 11/19/07","11/15/07",146.570007,147.490005,144.520004,145.539993,263111100,"Thursday","2007-11-16",146.309998,146.470001,144.570007,145.789993,308770600,"Friday",NA,1.173536958,"11/19/07",145.279999,145.360001,143.190002,143.759995,267746000,"Monday",1,0.171774090988173,0,-0.355413169,0,-0.349814133,0.996501859,0,-1.392412441,0,0,"Baseline","",0,0,0,"","","","","Nov",0,0,1.17353695834193,"Even","Even",1,1,1,1
"11/26/07 to 12/3/07","11/29/07",146.619995,147.720001,146.100006,147.179993,199409900,"Thursday","2007-11-30",149.039993,149.869995,147.330002,148.660004,222908000,"Friday",NA,1.117838182,"12/3/07",148.190002,148.449997,147.289993,147.679993,146430400,"Monday",1,1.00557893082655,0,-0.254957741,0,-0.316159012,0.99683841,0,-0.659229768,0,0,"Baseline","",0,0,0,"","","","","Nov",0,0,1.11783818155468,"Even","Even",1,1,1,1
"12/3/07 to 12/10/07","12/6/07",148.630005,151.210007,148.570007,150.940002,154457400,"Thursday","2007-12-07",151.419998,151.5,150.550003,150.910004,148980100,"Friday",NA,0.964538442,"12/10/07",151.279999,152.25,150.860001,152.080002,123914300,"Monday",0,-0.019874122,0,-0.33680756,1,0.245175926176516,1.002451759,1,0.77529518851515,0,0,"Baseline","",0,0,0,"","","","","Dec",0,0,0.964538442314839,"Even","Even",1,1,1,1
"12/10/07 to 12/17/07","12/13/07",148.320007,149.389999,147.300003,149.059998,237551300,"Thursday","2007-12-14",147.929993,149.100006,147.100006,147.169998,159152900,"Friday",NA,0.66997276,"12/17/07",146.610001,146.869995,144.860001,145.070007,177269400,"Monday",0,-1.267945811,0,-0.513753151,0,-0.380510299,0.996194897,0,-1.426915152,0,0,"Baseline","",0,0,0,"","","","","Dec",0,0,0.669972759568144,"Even","Even",1,1,1,1
"12/17/07 to 12/24/07","12/20/07",146.839996,146.860001,145.179993,146.800003,214813800,"Thursday","2007-12-21",147.369995,148.419998,147.089996,148.130005,146084400,"Friday",NA,0.680051282,"12/24/07",148.820007,149.479996,148.479996,149.229996,45601400,"Monday",1,0.905995894,1,0.515715563402185,1,0.465808396,1.004658084,1,0.74258486658391,1,0,"Baseline","",0,0,0,"","","","","Dec",0,0,0.680051281621572,"Even","Even",0,1,0,0
"12/24/07 to 12/31/07","12/27/07",149.020004,149.029999,147.320007,147.669998,122981700,"Thursday","2007-12-28",148.539993,148.610001,146.899994,147.300003,116398100,"Friday",NA,0.946466832,"12/31/07",147.100006,147.610001,146.059998,146.210007,108126800,"Monday",0,-0.250555296,0,-0.834785282,0,-0.135775286,0.998642247,0,-0.739983692,0,0,"Baseline","",0,0,0,"","","","","Dec",0,0,0.946466832057127,"Even","Even",1,1,1,1
"12/31/07 to 1/7/08","1/3/08",144.910004,145.490005,144.070007,144.860001,125133300,"Thursday","2008-01-04",143.339996,143.440002,140.910004,141.309998,232330900,"Friday",NA,1.85666725,"1/7/08",141.809998,142.229996,140.100006,141.190002,234991000,"Monday",0,-2.450644053,0,-1.416211844,1,0.353832005574015,1.00353832,0,-0.084916851,0,0,"Baseline","",0,0,0,"","","","","Jan",0,0,1.85666725004455,"Odd","Odd",1,1,1,1
"1/7/08 to 1/14/08","1/10/08",139.679993,142.800003,139.369995,141.289993,335701200,"Thursday","2008-01-11",140.779999,141.899994,139,140.149994,267076600,"Friday",NA,0.79557833,"1/14/08",141.160004,141.860001,140.399994,141.279999,170365500,"Monday",0,-0.806850489,0,-0.447510303,1,0.720663605593871,1.007206636,1,0.806282588923986,0,0,"Baseline","",0,0,0,"","","","","Jan",0,0,0.795578329776599,"Odd","Odd",1,1,1,1
"1/21/08 to 1/28/08","1/24/08",134.479996,135.460007,133.309998,134.990005,259949300,"Thursday","2008-01-25",136.509995,136.759995,132.600006,133.039993,269603900,"Friday",NA,1.037140319,"1/28/08",133.259995,135.520004,132.059998,135.240005,217934600,"Monday",0,-1.444560284,0,-2.541939878,1,0.165365312368886,1.001653653,1,1.65364711045947,0,0,"Baseline","",0,0,0,"","","","","Jan",0,0,1.03714031928534,"Odd","Odd",1,0,1,1
"1/28/08 to 2/4/08","1/31/08",133.399994,138.539993,133.199997,137.369995,343680800,"Thursday","2008-02-01",137.940002,139.610001,137.520004,139.580002,206843600,"Friday",NA,0.601847994,"2/4/08",139.210007,139.300003,137.639999,137.820007,124694300,"Monday",1,1.60879892293803,1,1.18892270278495,0,-0.265077371,0.997349226,0,-1.260922034,0,0,"Shock","",0,0,1,"1/30/08","SuperCut","Dovish","SuperCut","Feb",1,0,0.601847993836141,"Even","Even",1,1,0,0
"2/4/08 to 2/11/08","2/7/08",131.800003,134.789993,131.729996,133.929993,297368100,"Thursday","2008-02-08",133.089996,134.220001,132.100006,133.070007,221643500,"Friday",NA,0.745350628,"2/11/08",133.100006,134.229996,132.039993,133.75,188576300,"Monday",0,-0.642116064,0,-0.01501916,1,0.022543773,1.000225438,1,0.511003955985361,0,0,"Baseline","",0,0,0,"","","","","Feb",0,0,0.745350627723687,"Even","Even",1,1,1,1
"2/18/08 to 2/25/08","2/21/08",136.660004,137.009995,134.070007,134.789993,201051200,"Thursday","2008-02-22",134.970001,135.850006,132.860001,135.619995,205491000,"Friday",NA,1.022082932,"2/25/08",135.539993,137.649994,134.779999,137.330002,190107000,"Monday",1,0.61577419920185,1,0.481584052147997,0,-0.058989827,0.999410102,1,1.26088118496098,0,0,"Baseline","",0,0,0,"","","","","Feb",0,0,1.02208293210884,"Even","Even",0,1,1,1
"2/25/08 to 3/3/08","2/28/08",137.240005,137.960007,136.550003,136.869995,170831100,"Thursday","2008-02-29",135.600006,135.679993,132.779999,133.820007,252715200,"Friday",NA,1.479327827,"3/3/08",133.139999,133.809998,132.240005,133.5,189483500,"Monday",0,-2.228383219,0,-1.31268357,0,-0.508151221,0.994918488,0,-0.239132404,0,0,"Baseline","Baseline",0.799999999999997,1,0,"","","","","Feb",0,0,1.47932782731013,"Even","Even",1,1,1,1
"3/3/08 to 3/10/08","3/6/08",132.979996,133.220001,130.550003,131.059998,247911700,"Thursday","2008-03-07",129.770004,131.740005,128.580002,129.710007,326434600,"Friday",NA,1.316737371,"3/10/08",129.839996,129.929993,127.589996,128,235683600,"Monday",0,-1.030055715,0,-0.046233334,1,0.10021509,1.001002151,0,-1.318330821,0,1,"Shock","",0,0,0,"","","","","Mar",1,0,1.31673737060413,"Odd","Odd",1,1,0,0
"3/10/08 to 3/17/08","3/13/08",129.610001,132.639999,128.600006,131.649994,351504200,"Thursday","2008-03-14",132.770004,132.809998,127.779999,129.610001,484687800,"Friday",NA,1.378896184,"3/17/08",126.57,129.259995,126.07,128.300003,405311100,"Monday",0,-1.549557989,0,-2.380057923,0,-2.345498786,0.976545012,0,-1.01072293,0,0,"Baseline","Baseline",1.5,1,0,"","","","","Mar",0,0,1.37889618388628,"Odd","Odd",1,0,1,1
"3/24/08 to 3/31/08","3/27/08",134.199997,134.440002,132.360001,132.779999,225153200,"Thursday","2008-03-28",132.990005,133.360001,131.059998,131.509995,180896100,"Friday",NA,0.803435616,"3/31/08",131.289993,132.729996,131.089996,131.970001,166692100,"Monday",0,-0.956472367,0,-1.112873107,0,-0.167289186,0.998327108,1,0.34978786213169,0,0,"Baseline","Baseline",-0.5,1,0,"","","","","Mar",0,0,0.803435616282602,"Odd","Odd",1,1,1,1
"3/31/08 to 4/7/08","4/3/08",135.960007,137.440002,135.710007,137.039993,175884800,"Thursday","2008-04-04",137.119995,137.960007,136.119995,136.889999,204446800,"Friday",NA,1.162390383,"4/7/08",137.869995,138.570007,136.740005,136.960007,154245500,"Monday",0,-0.10945272,0,-0.167733378,1,0.715900363,1.007159004,1,0.051141793,0,1,"Baseline","",0,0,0,"","","","","Apr",0,0,1.16239038279601,"Even","Even",1,1,1,1
"4/7/08 to 4/14/08","4/10/08",135.419998,136.669998,134.899994,136.020004,192967800,"Thursday","2008-04-11",134.490005,135.119995,133.009995,133.380005,222973300,"Friday",NA,1.155494855,"4/14/08",133.190002,133.539993,132.550003,132.929993,160522000,"Monday",0,-1.940890253,0,-0.825340143,0,-0.142452386,0.998575476,0,-0.337390901,0,0,"Baseline","Shock",-5.8,1,0,"","","","","Apr",0,1,1.15549485458196,"Even","Even",0,0,1,1
"4/14/08 to 4/21/08","4/17/08",136.020004,137.25,135.660004,137.050003,179665700,"Thursday","2008-04-18",138.940002,139.559998,138.259995,138.479996,218530600,"Friday",NA,1.216317861,"4/21/08",138.229996,138.979996,137.850006,138.550003,118587400,"Monday",1,1.04340968164736,0,-0.331082477,0,-0.18053149,0.998194685,1,0.050553872,0,0,"Baseline","",0,0,0,"","","","","Apr",0,0,1.21631786145046,"Even","Even",1,1,1,1
"4/21/08 to 4/28/08","4/24/08",138.080002,139.740005,137.039993,138.320007,229381300,"Thursday","2008-04-25",139.399994,139.889999,137.910004,139.600006,190788100,"Friday",NA,0.831750888,"4/28/08",139.880005,140.25,139.380005,139.630005,105610200,"Monday",1,0.925389629,1,0.143480637452549,1,0.200572340949615,1.002005723,1,0.021489254,0,0,"Baseline","Baseline",-0.7,1,0,"","","","","Apr",0,0,0.831750888149993,"Even","Even",0,0,1,1
"4/28/08 to 5/5/08","5/1/08",138.380005,141.119995,138.270004,141.119995,187279500,"Thursday","2008-05-02",142.339996,142.369995,140.559998,141.509995,181585500,"Friday",NA,0.969596245,"5/5/08",141.050003,141.610001,140.410004,140.830002,118504500,"Monday",1,0.276360554009384,0,-0.58311158,0,-0.325059725,0.996749403,0,-0.480526482,0,1,"Baseline","",0,0,1,"4/30/08","Cut","Match","","May",0,0,0.969596245184337,"Odd","Even",1,1,1,1
